"ZEIT[H]" "K1186" "K1168" "K1115" "K1014" "K1000" "K1174" "K1170" "K1141" "K1106" "K1182" "K1156" "K1173" "K 586" "K 585" "K 460" "K 459"
 41459.417 136.456 136.041 135.319 135.032 135.022 136.176 136.070 135.584 135.267 136.444 135.807 136.124 143.138 137.787 137.241 135.480
 41459.437 136.486 136.062 135.326 135.029 135.018 136.200 136.092 135.597 135.273 136.471 135.825 136.148 143.138 137.787 137.241 135.486
 41459.458 136.518 136.086 135.333 135.026 135.015 136.226 136.116 135.611 135.278 136.500 135.843 136.173 143.138 137.787 137.241 135.493
 41459.479 136.551 136.109 135.339 135.023 135.012 136.252 136.140 135.624 135.283 136.529 135.862 136.198 143.138 137.787 137.241 135.499
 41459.500 136.572 136.127 135.344 135.024 135.013 136.271 136.158 135.635 135.287 136.548 135.877 136.216 143.138 137.787 137.241 135.504
 41459.521 136.580 136.136 135.351 135.030 135.020 136.280 136.167 135.643 135.294 136.556 135.885 136.225 143.138 137.787 137.241 135.509
 41459.542 136.587 136.143 135.361 135.037 135.027 136.287 136.174 135.652 135.304 136.563 135.893 136.233 143.138 137.787 137.241 135.515
 41459.562 136.595 136.152 135.372 135.044 135.033 136.296 136.183 135.663 135.314 136.571 135.903 136.242 143.138 137.787 137.241 135.523
 41459.583 136.604 136.163 135.383 135.050 135.040 136.306 136.193 135.674 135.325 136.579 135.914 136.252 143.138 137.787 137.241 135.532
 41459.604 136.612 136.172 135.394 135.057 135.047 136.316 136.203 135.685 135.335 136.588 135.924 136.262 143.138 137.787 137.241 135.541
 41459.625 136.620 136.181 135.399 135.050 135.038 136.324 136.212 135.693 135.339 136.595 135.933 136.270 143.138 137.787 137.241 135.548
 41459.646 136.624 136.184 135.391 135.028 135.015 136.328 136.215 135.691 135.328 136.599 135.934 136.274 143.138 137.787 137.241 135.549
 41459.667 136.622 136.177 135.367 135.007 134.992 136.322 136.208 135.674 135.303 136.596 135.923 136.268 143.138 137.787 137.241 135.538
 41459.687 136.613 136.161 135.339 134.985 134.968 136.309 136.193 135.650 135.276 136.587 135.903 136.253 143.138 137.787 137.241 135.519
 41459.708 136.603 136.145 135.317 134.961 134.945 136.294 136.177 135.629 135.255 136.576 135.884 136.238 143.138 137.787 137.241 135.499
 41459.729 136.596 136.133 135.303 134.937 134.922 136.282 136.165 135.614 135.239 136.568 135.870 136.226 143.138 137.787 137.241 135.483
 41459.750 136.598 136.129 135.298 134.937 134.923 136.280 136.162 135.609 135.234 136.568 135.866 136.223 143.138 137.787 137.241 135.473
 41459.771 136.611 136.138 135.307 134.963 134.950 136.289 136.170 135.617 135.245 136.579 135.873 136.232 143.138 137.787 137.241 135.473
 41459.792 136.630 136.155 135.326 134.991 134.977 136.307 136.188 135.634 135.266 136.597 135.891 136.250 143.138 137.787 137.241 135.484
 41459.812 136.653 136.178 135.347 135.016 135.003 136.329 136.210 135.657 135.287 136.618 135.913 136.272 143.138 137.787 137.241 135.501
 41459.833 136.679 136.204 135.376 135.040 135.030 136.356 136.237 135.685 135.316 136.642 135.940 136.299 143.138 137.787 137.241 135.521
 41459.854 136.708 136.236 135.413 135.067 135.057 136.387 136.268 135.721 135.351 136.670 135.974 136.330 143.138 137.787 137.241 135.546
 41459.875 136.732 136.266 135.446 135.077 135.065 136.416 136.298 135.755 135.381 136.694 136.007 136.360 143.138 137.787 137.241 135.576
 41459.896 136.742 136.283 135.457 135.068 135.055 136.433 136.316 135.772 135.389 136.706 136.025 136.377 143.138 137.787 137.241 135.595
 41459.917 136.742 136.285 135.450 135.058 135.045 136.434 136.317 135.770 135.380 136.706 136.025 136.378 143.138 137.787 137.241 135.597
 41459.937 136.733 136.276 135.438 135.047 135.035 136.425 136.308 135.759 135.368 136.699 136.015 136.370 143.138 137.787 137.241 135.589
 41459.958 136.722 136.263 135.424 135.037 135.025 136.413 136.296 135.745 135.355 136.688 136.002 136.357 143.138 137.787 137.241 135.578
 41459.979 136.710 136.250 135.409 135.027 135.015 136.400 136.282 135.730 135.342 136.676 135.988 136.344 143.138 137.787 137.241 135.567
 41460.000 136.693 136.234 135.394 135.021 135.009 136.384 136.266 135.714 135.327 136.661 135.972 136.328 143.138 137.787 137.241 135.555
 41460.021 136.672 136.214 135.380 135.019 135.008 136.364 136.247 135.697 135.315 136.641 135.953 136.308 143.138 137.787 137.241 135.544
 41460.042 136.650 136.194 135.367 135.017 135.006 136.343 136.226 135.680 135.304 136.621 135.935 136.287 143.138 137.787 137.241 135.533
 41460.062 136.628 136.175 135.355 135.016 135.004 136.323 136.207 135.665 135.293 136.601 135.917 136.268 143.138 137.787 137.241 135.523
 41460.083 136.608 136.157 135.345 135.015 135.003 136.304 136.189 135.650 135.284 136.582 135.901 136.249 143.138 137.787 137.241 135.514
 41460.104 136.587 136.140 135.336 135.014 135.001 136.286 136.172 135.637 135.277 136.563 135.885 136.231 143.138 137.787 137.241 135.507
 41460.125 136.574 136.128 135.330 135.015 135.003 136.273 136.159 135.628 135.271 136.551 135.874 136.218 143.138 137.787 137.241 135.500
 41460.146 136.569 136.122 135.329 135.018 135.008 136.267 136.153 135.624 135.271 136.546 135.869 136.212 143.138 137.787 137.241 135.496
 41460.167 136.568 136.121 135.332 135.023 135.012 136.266 136.152 135.625 135.275 136.544 135.869 136.211 143.138 137.787 137.241 135.496
 41460.187 136.569 136.124 135.340 135.028 135.018 136.268 136.155 135.631 135.283 136.546 135.873 136.214 143.138 137.787 137.241 135.500
 41460.208 136.572 136.129 135.350 135.033 135.022 136.273 136.160 135.639 135.294 136.549 135.880 136.219 143.138 137.787 137.241 135.507
 41460.229 136.576 136.136 135.360 135.038 135.027 136.279 136.166 135.648 135.303 136.553 135.888 136.225 143.138 137.787 137.241 135.515
 41460.250 136.582 136.143 135.368 135.041 135.031 136.286 136.174 135.657 135.311 136.559 135.896 136.232 143.138 137.787 137.241 135.522
 41460.271 136.590 136.151 135.375 135.043 135.033 136.294 136.182 135.665 135.317 136.567 135.904 136.240 143.138 137.787 137.241 135.528
 41460.292 136.597 136.159 135.380 135.045 135.034 136.301 136.189 135.671 135.321 136.574 135.911 136.248 143.138 137.787 137.241 135.532
 41460.312 136.604 136.165 135.384 135.047 135.036 136.308 136.196 135.676 135.325 136.580 135.916 136.254 143.138 137.787 137.241 135.536
 41460.333 136.611 136.171 135.388 135.048 135.038 136.314 136.202 135.681 135.328 136.586 135.922 136.260 143.138 137.787 137.241 135.539
 41460.354 136.617 136.176 135.392 135.050 135.039 136.320 136.207 135.686 135.332 136.592 135.927 136.266 143.138 137.787 137.241 135.542
 41460.375 136.615 136.177 135.394 135.049 135.038 136.320 136.208 135.688 135.333 136.591 135.929 136.267 143.138 137.787 137.241 135.545
 41460.396 136.603 136.170 135.390 135.046 135.035 136.312 136.200 135.683 135.329 136.581 135.923 136.258 143.138 137.787 137.241 135.545
 41460.417 136.586 136.156 135.381 135.042 135.032 136.298 136.187 135.672 135.321 136.566 135.911 136.245 143.138 137.787 137.241 135.540
 41460.437 136.567 136.140 135.370 135.039 135.028 136.281 136.170 135.659 135.312 136.548 135.896 136.228 143.138 137.787 137.241 135.532
 41460.458 136.547 136.123 135.359 135.035 135.025 136.263 136.153 135.645 135.302 136.530 135.880 136.210 143.138 137.787 137.241 135.524
 41460.479 136.527 136.106 135.348 135.032 135.022 136.244 136.135 135.630 135.292 136.512 135.864 136.192 143.138 137.787 137.241 135.515
 41460.500 136.510 136.090 135.338 135.032 135.022 136.228 136.119 135.617 135.283 136.495 135.849 136.176 143.138 137.787 137.241 135.506
 41460.521 136.496 136.077 135.333 135.035 135.025 136.215 136.107 135.608 135.279 136.482 135.838 136.163 143.138 137.787 137.241 135.499
 41460.542 136.486 136.069 135.333 135.038 135.028 136.206 136.098 135.604 135.280 136.473 135.831 136.154 143.138 137.787 137.241 135.496
 41460.562 136.477 136.064 135.335 135.041 135.032 136.199 136.093 135.603 135.283 136.465 135.828 136.148 143.138 137.787 137.241 135.497
 41460.583 136.470 136.060 135.337 135.044 135.035 136.194 136.088 135.603 135.286 136.459 135.826 136.143 143.138 137.787 137.241 135.498
 41460.604 136.463 136.056 135.339 135.048 135.038 136.190 136.084 135.603 135.288 136.453 135.824 136.139 143.138 137.787 137.241 135.500
 41460.625 136.459 136.053 135.341 135.048 135.038 136.187 136.082 135.603 135.290 136.449 135.823 136.136 143.138 137.787 137.241 135.501
 41460.646 136.458 136.053 135.340 135.045 135.035 136.186 136.081 135.602 135.288 136.448 135.822 136.135 143.138 137.787 137.241 135.502
 41460.667 136.457 136.051 135.336 135.041 135.032 136.185 136.080 135.600 135.285 136.447 135.820 136.134 143.138 137.787 137.241 135.500
 41460.687 136.454 136.048 135.332 135.038 135.028 136.181 136.076 135.595 135.280 136.444 135.816 136.131 143.138 137.787 137.241 135.497
 41460.708 136.451 136.044 135.326 135.035 135.025 136.177 136.072 135.590 135.274 136.441 135.812 136.127 143.138 137.787 137.241 135.493
 41460.729 136.447 136.039 135.320 135.031 135.022 136.173 136.068 135.585 135.268 136.437 135.807 136.122 143.138 137.787 137.241 135.489
 41460.750 136.449 136.038 135.315 135.030 135.020 136.173 136.067 135.582 135.263 136.439 135.805 136.122 143.138 137.787 137.241 135.484
 41460.771 136.458 136.043 135.315 135.030 135.020 136.178 136.072 135.583 135.262 136.446 135.808 136.127 143.138 137.787 137.241 135.481
 41460.792 136.470 136.051 135.318 135.030 135.020 136.187 136.080 135.588 135.266 136.457 135.814 136.135 143.138 137.787 137.241 135.482
 41460.812 136.483 136.061 135.324 135.030 135.020 136.198 136.090 135.595 135.271 136.469 135.823 136.146 143.138 137.787 137.241 135.486
 41460.833 136.497 136.072 135.329 135.030 135.020 136.210 136.102 135.603 135.276 136.482 135.832 136.158 143.138 137.787 137.241 135.490
 41460.854 136.511 136.083 135.334 135.030 135.020 136.223 136.113 135.611 135.280 136.495 135.842 136.170 143.138 137.787 137.241 135.495
 41460.875 136.520 136.092 135.339 135.033 135.023 136.231 136.121 135.617 135.284 136.503 135.850 136.178 143.138 137.787 137.241 135.499
 41460.896 136.521 136.095 135.344 135.037 135.027 136.234 136.125 135.621 135.289 136.505 135.853 136.182 143.138 137.787 137.241 135.503
 41460.917 136.522 136.097 135.349 135.042 135.033 136.236 136.127 135.626 135.295 136.505 135.857 136.184 143.138 137.787 137.241 135.507
 41460.937 136.523 136.100 135.356 135.047 135.038 136.238 136.130 135.631 135.302 136.507 135.861 136.186 143.138 137.787 137.241 135.512
 41460.958 136.524 136.103 135.362 135.052 135.043 136.241 136.133 135.636 135.308 136.508 135.865 136.189 143.138 137.787 137.241 135.516
 41460.979 136.525 136.107 135.368 135.057 135.048 136.244 136.136 135.641 135.314 136.509 135.869 136.192 143.138 137.787 137.241 135.521
 41461.000 136.521 136.106 135.372 135.058 135.048 136.243 136.136 135.644 135.317 136.506 135.870 136.191 143.138 137.787 137.241 135.525
 41461.021 136.509 136.099 135.368 135.053 135.043 136.235 136.128 135.640 135.313 136.496 135.865 136.184 143.138 137.787 137.241 135.526
 41461.042 136.493 136.086 135.358 135.047 135.038 136.221 136.115 135.628 135.304 136.481 135.853 136.170 143.138 137.787 137.241 135.521
 41461.062 136.474 136.069 135.346 135.042 135.033 136.203 136.098 135.614 135.292 136.464 135.837 136.152 143.138 137.787 137.241 135.512
 41461.083 136.453 136.051 135.333 135.037 135.027 136.184 136.079 135.598 135.280 136.445 135.820 136.133 143.138 137.787 137.241 135.502
 41461.104 136.433 136.032 135.319 135.032 135.023 136.165 136.061 135.582 135.267 136.425 135.802 136.114 143.138 137.787 137.241 135.492
 41461.125 136.417 136.017 135.306 135.031 135.022 136.149 136.045 135.569 135.255 136.410 135.788 136.099 143.138 137.787 137.241 135.481
 41461.146 136.407 136.009 135.300 135.034 135.025 136.140 136.037 135.561 135.249 136.401 135.780 136.090 143.138 137.787 137.241 135.472
 41461.167 136.402 136.005 135.301 135.037 135.028 136.135 136.033 135.560 135.251 136.396 135.778 136.086 143.138 137.787 137.241 135.468
 41461.187 136.397 136.004 135.306 135.040 135.032 136.133 136.031 135.562 135.257 136.392 135.778 136.084 143.138 137.787 137.241 135.470
 41461.208 136.394 136.003 135.311 135.044 135.035 136.132 136.030 135.564 135.262 136.389 135.778 136.083 143.138 137.787 137.241 135.474
 41461.229 136.390 136.002 135.315 135.047 135.038 136.130 136.029 135.566 135.267 136.386 135.778 136.081 143.138 137.787 137.241 135.478
 41461.250 136.388 136.001 135.317 135.046 135.037 136.128 136.028 135.566 135.269 136.383 135.778 136.080 143.138 137.787 137.241 135.481
 41461.271 136.385 135.999 135.314 135.039 135.030 136.127 136.026 135.564 135.265 136.381 135.776 136.078 143.138 137.787 137.241 135.481
 41461.292 136.381 135.995 135.304 135.033 135.023 136.123 136.022 135.558 135.255 136.377 135.772 136.074 143.138 137.787 137.241 135.476
 41461.312 136.376 135.989 135.293 135.026 135.017 136.117 136.017 135.550 135.242 136.372 135.765 136.069 143.138 137.787 137.241 135.468
 41461.333 136.370 135.984 135.286 135.019 135.010 136.112 136.012 135.543 135.234 136.366 135.759 136.064 143.138 137.787 137.241 135.460
 41461.354 136.366 135.981 135.282 135.013 135.003 136.109 136.008 135.540 135.230 136.363 135.756 136.060 143.138 137.787 137.241 135.455
 41461.375 136.368 135.982 135.282 135.013 135.003 136.110 136.009 135.540 135.230 136.364 135.756 136.061 143.138 137.787 137.241 135.453
 41461.396 136.377 135.987 135.286 135.019 135.010 136.116 136.015 135.545 135.235 136.372 135.761 136.067 143.138 137.787 137.241 135.454
 41461.417 136.387 135.994 135.292 135.026 135.017 136.124 136.022 135.550 135.240 136.382 135.768 136.075 143.138 137.787 137.241 135.458
 41461.437 136.398 136.002 135.297 135.032 135.023 136.132 136.029 135.556 135.246 136.392 135.774 136.082 143.138 137.787 137.241 135.462
 41461.458 136.409 136.009 135.305 135.039 135.030 136.140 136.037 135.564 135.255 136.402 135.782 136.090 143.138 137.787 137.241 135.467
 41461.479 136.420 136.019 135.318 135.046 135.037 136.150 136.047 135.574 135.269 136.412 135.791 136.100 143.138 137.787 137.241 135.476
 41461.500 136.429 136.028 135.330 135.049 135.040 136.160 136.056 135.585 135.281 136.421 135.801 136.109 143.138 137.787 137.241 135.486
 41461.521 136.434 136.034 135.336 135.049 135.040 136.165 136.062 135.592 135.286 136.426 135.807 136.115 143.138 137.787 137.241 135.495
 41461.542 136.436 136.037 135.337 135.049 135.040 136.168 136.065 135.594 135.287 136.428 135.810 136.118 143.138 137.787 137.241 135.498
 41461.562 136.436 136.037 135.337 135.049 135.040 136.168 136.065 135.593 135.286 136.428 135.810 136.118 143.138 137.787 137.241 135.498
 41461.583 136.436 136.037 135.336 135.049 135.040 136.168 136.065 135.593 135.286 136.428 135.809 136.118 143.138 137.787 137.241 135.498
 41461.604 136.436 136.036 135.336 135.049 135.040 136.168 136.064 135.593 135.286 136.428 135.809 136.118 143.138 137.787 137.241 135.497
 41461.625 136.432 136.034 135.335 135.048 135.039 136.165 136.062 135.591 135.285 136.424 135.807 136.115 143.138 137.787 137.241 135.497
 41461.646 136.422 136.027 135.331 135.047 135.038 136.158 136.055 135.587 135.281 136.416 135.801 136.108 143.138 137.787 137.241 135.496
 41461.667 136.411 136.018 135.325 135.045 135.036 136.148 136.046 135.579 135.276 136.405 135.794 136.099 143.138 137.787 137.241 135.492
 41461.687 136.400 136.009 135.319 135.043 135.034 136.138 136.037 135.572 135.270 136.395 135.785 136.089 143.138 137.787 137.241 135.487
 41461.708 136.388 136.001 135.312 135.041 135.033 136.129 136.028 135.564 135.263 136.384 135.777 136.080 143.138 137.787 137.241 135.481
 41461.729 136.377 135.993 135.306 135.040 135.031 136.120 136.020 135.558 135.257 136.374 135.770 136.072 143.139 137.787 137.241 135.476
 41461.750 136.366 135.985 135.300 135.039 135.031 136.112 136.012 135.551 135.252 136.363 135.763 136.064 143.138 137.787 137.241 135.471
 41461.771 136.356 135.978 135.297 135.041 135.033 136.104 136.005 135.546 135.249 136.354 135.757 136.056 143.138 137.787 137.241 135.467
 41461.792 136.347 135.972 135.296 135.042 135.034 136.098 135.999 135.543 135.248 136.345 135.752 136.050 143.138 137.787 137.241 135.464
 41461.812 136.338 135.967 135.295 135.044 135.036 136.091 135.993 135.540 135.248 136.336 135.748 136.044 143.138 137.787 137.241 135.463
 41461.833 136.329 135.961 135.295 135.046 135.038 136.085 135.988 135.538 135.248 136.328 135.744 136.038 143.138 137.787 137.241 135.463
 41461.854 136.320 135.956 135.294 135.047 135.039 136.079 135.982 135.535 135.248 136.320 135.740 136.032 143.138 137.787 137.241 135.462
 41461.875 136.313 135.951 135.293 135.047 135.039 136.073 135.977 135.532 135.247 136.312 135.736 136.027 143.138 137.787 137.241 135.461
 41461.896 136.307 135.947 135.291 135.046 135.038 136.069 135.973 135.529 135.245 136.306 135.733 136.023 143.138 137.787 137.241 135.460
 41461.917 136.300 135.942 135.287 135.044 135.036 136.063 135.968 135.525 135.241 136.300 135.729 136.018 143.138 137.787 137.241 135.458
 41461.937 136.293 135.937 135.283 135.042 135.034 136.057 135.963 135.521 135.236 136.293 135.724 136.012 143.138 137.787 137.241 135.455
 41461.958 136.286 135.932 135.280 135.040 135.033 136.052 135.958 135.517 135.233 136.286 135.719 136.007 143.138 137.787 137.241 135.451
 41461.979 136.279 135.927 135.277 135.039 135.031 136.046 135.953 135.513 135.230 136.279 135.715 136.002 143.138 137.787 137.241 135.449
 41462.000 136.275 135.924 135.275 135.039 135.031 136.043 135.950 135.511 135.228 136.275 135.712 135.999 143.138 137.787 137.241 135.446
 41462.021 136.276 135.924 135.276 135.040 135.033 136.044 135.950 135.511 135.229 136.276 135.713 135.999 143.138 137.787 137.241 135.445
